snake_path,spiral_path,random_walk_path
rrrrlldlddddrdrruruuuruurrrdllddldddldlllluluuuuurrdldddrdrrrrruuruurdlllllrrrrrddldrldullddllullllduurrrrrrrrdduullldddluullllddrr,rrrrlldlddddrdrruruuuruurrrddddddlllldddluullllddrrlluuuuuuuurdddddrrrurruuruurddddddduulldduulllluluuurldddrdrrurrruulll,drrurrlrlllddldrddldrrulrddllddrrlrlrlluduuruuuldurldrrdrrurddrurruuruuluuldlurrrdlurdulrldurdullrdlddddluuuldlrdduududulrrdurruddlruldlluudlrrllrruurrduurlrdullrdudddrlullrudrrddddulrduuddldduduuluurddlrudllddlldrlrlrurllulrddudruuludllulrdudluudldurluudduududuruddrddrlrrrdrlruuduludrrluluudrlulrrulddrlddulrdlduduurrudrrrluddurlldulduurrlddrurululullrlrurludrdddurruuldrlruddlllurdduulddddluuuddrlldldudrrdduludduulluuddudrlllrulrurdllrrrlududulrlrluldruududlurlrur
dddddddddruuuuuuuuurrrrrddllldlddddddruuuuururddlldddrduluuurrdruuuddrddlddruruululuuuuurrdulldddddrdrrdddluuuruuddlluluuuuurrr,dddddddddrrrruluuurrrddddrrruuuuuddlluluuuuurrrllllllllddddddddruuuurrrddrrddruululuuuuurrdullddllldlrrr,drdlddrruluuurrrrrddlldlddrruurddrdrrdlddlluuuluulrdlurllrrlrrduuulrdudulrlrudlruurrrldududulrdurlllrllrrrrldurllrrldudurldudulllllrlrlrllrlrrrrllrllrllrrlrrrdudullllrlldldudrdrlddddluurrdrddlldlurlrurrudllruulldrdulududrruuurudrrrduuuurrdulrrllllrlrdudduddldrlldlrllrudldlrdudulrrudlrulldluudrlurddlrrdrdrdllrurluuuulluulrudldrrdurduldrlulddruldrrduruuulddurrrlldldlllruuuuludddduuurddrduddlldurdrulddulrdulddududruduldudrludurlrurddrdulrludrdlrrlrudlrududlrludurlrduldllurrluruulrldddrdluulrdrdrlrudlurlrlrlududlruullulurddlurlrdddrrdulluddludruuudrrllruldlddrrrruldurdulrdudllrlluurdduudduuduruudlduudduddrudllldurrurlruuulrldlldrrlrluulrurlddlddudrrdulruruldurllrdurduudduludrdllrdldldudrruluudldrrdrlullurduudrdrdurlldrludruuududuuludlrlrrullurlrrlrlldlrlurduluuduurrlrlduddlrluurrlrldurrrrrddddludlldlrdurldururrulruldurudldurududdlrddldrdrddurrdllrruduulddllrlurrldrrllrrlrluldrududllrrrluluuluddrudrrlrdldluulddurlrrrduulllddrruldudulrdudluuurddrrdlududrlrlurdludruuuuu
rrrrrrrrrdlllllllllrdrrrrrrrrdlllllllddlluddrrruurrrrrrdllllldrrrrrdlllllullllddrluurrrrddurrrrrdduulllllddrrrllluuulllldddr,drrddddlludddddruluurrrrdddrrrllluurrrrrdduuuuuuuuullllllllddrrrrrrrddddluuuuurlllllddddrrdruuulldr,drurddrrdddluluruurrdddddrdrrulurullurulurrrdldrdddddduuuddudduuluruuduuulrduddldruuldduudruulruullllllrrldluddllrudrlduudludrrudulurlrdrlurrdudruddrrurdduuuldddluurdlurulddrdrlrudddlurludllddlldrrlrludlddrrrlllrrlluurlrullluldluuddddrdl
rrrrrrrrdlllllddldlluudddrrruruurrrrdllldrrrrdllllldlllldrrrrrurrrrdllllllldlldrruurrrdrrrrdll,rrrdddldlluudddddddrruurrrrrddrruuuuuluuuullllddddldllddduurrrrddrrruuuluuuulldrddddrulluuldd,rrrrrrrdrullddrrdddrdldrdldlulurullldrdrurrddrlruluuululldruurllululdddlldrdldluuuuudududdrdludduuuddrdrruruudluldurlrdrudlrrluluurrlrdduludrrlulrudrdudrrudllrdlludurrurlrdllrllllududrrllrurdldlurrulrudludruldlulllrrrlllrlrlrlrrrrdurrdludludddrldrldlrdldldlldrrudlluudrrdulrdudulldudrrlurldlurrururrluurrlldduruurrdluuddllllrrlluddudulluudududdrrrududddrudlururuuddulrururlluddludddurddduludurludrluddlrrdddruudduluurudlldrllurrurrrr
rrrrrrrrrdlllldrddlddlllluuuuurrllldrrdllddddrrrurrruuruurrdldllllrrrrrlllddddrrurddllluuulllddllldrrr,rrrrrrrrrddddlllddddrrurddllluuullldddllluuuuuuuurrrurrdrrrddlldlddlllddluuuuuuruurrrddrruullllldddldddrrrruul,rddddddrdrddlluulddrlurrdrllulrudlduduuuuuuuuurrdrurrrrdrurddldlulddllrddrddrdlrrruuldlrrdlrlluldrludurrurdlrdlllrlrlududrududrruduudududulddlluuuulurrrrudllrruduulddurdluduuldlduuuldrrduddududlllrlrddlldulrrrudurdduuddddrlrududrulrurdldludrrullrldlrlududuuuduuldllrlrrurlrulrdlrudduldudlrrudllrudrlruluruddlurdldrduuulrrrudrudlluudrldldullrrdlruldruddlrduludrudllllddurdulludrddrluuurllrrldllrrrduuldrudurrrudulurllrlrrldrdlrddrrlrldrruudldllrrurdlullududuudduuulurlrurdudrudrlrluruddulruulldddldulddlrlruulrlrrrlldrulddudlruudrullrdruuuluuddurdrdldllrdudrdduddrdrullududdrurrduduuldrldruluddudrudullrudduududrdluldluuuduudddrrdudluduldrulrdlrlrrlludrluduudrrurldrdudulruldrlrdududlrllulrrdurduludllduuudulrddrlrdurldrulrlrdlrlrrluruddlrlrudullluuuuudldudurddluuddlrrlllllrluldudruddldrlrldudrudluduurdlduudruurlrldurdulrlrdrurldurrlrrduuuldulrrlruurrlduulldrrlurlrdrrduduluulrrlrllrlrrllddllrdrrrduuudduulrdlllrullrurdludurlllrdulrdudrrruduldulllrdudrlrrdrludduldurdrulrdrdlulrllurrlllrulrldurlurllrdulrduddurlrlulllrrllrllrlddrd
dddddddddruuuuuuuuurdddddddddruuuuuuuluurlddrddrdddddruuuuuruuulurrdddddlddddruuuruuuluurlddrrddddlddru,rrrlddrddrrruuuulrrdddrrddddddllllllllluuuuuuuurddrddrrrruuuulrrrldddrddddllllllluuuurddrrrrruddlllll,rddlddrurrddrurrurrrddldluurudrlurdlurduddddllluldddrrrurdlrlulluddruduldurllldllllurrulluurdrrdruurrldluullddluudduuulrddluruuruurllldudddurludurdlduudddruldddudduuurudruddullruuluudurduddurulrlrrllrlrduddrdululrurlldddlddrdurrdldlddludrrurllrrludlruuuurldulrrlluurrldulruduuldududuldrudlurlrrdldulurldrlrdurdluulrrllrrrlrlrldurlrldddlldrrrulrldludrudllrurlluruudrdddudurdldludurrrludrllrllludruludurrdluuudurlrldruldlrlurdddddrldduludddrrrullrdduudurudurrulrdduddlldrudrlurdudlrlrrurdllludrulluruddrldrudrlrllruduulduuduuurdllduludlrdllrdldruluudrldrddlrlrluuuuruldurduuudrrlrdlluuulduurdlddurludududrluurlrdrudullrdlrddlrrdllruddldrdudrdlrluluddduurudurllrlrlrrdlrddlrurrlrdlururulrddlrlrduudrurddrudlluldulrdlrllllrrudrurllrlrlrlrrldurldudlruudludrrlurruldldlduurddlllrudlrlrrlrrllrluullurlurluudduurdddududruldurdruullrrlduuduurduldludduuludrdrdldlrlduuduurddldurrdluuduluurlduddddurrrurlldulrdudrdrruddrrrdrlurdduduluddruuudlddrududllurruduuddludrdlluduulurddlduuduulrruudldrurrdllluulrdrrurudlulululurrdr
dddddrddddruuuuuluuuurdddrddddddruuuuuuruuuldrddddddddruuuuuluuurulddddrrdddddruuuululluuurrurddullldddrrdrrdddduuuullulluuurrrrdduuu,dddddrddddrrrrrrrruuuullulluuurrrrdduuullllldrddllluuulddddrddddrrrrrruulluluuuurrrdulllddldldddrrrrulllu,ddrruulddddrdruuldddrrdldrdlluulddrrlluuuuluuuuudrudrulrdllurdrlrludlududrldrrdrrddrruluuurulldrrrurddruulrdddulruuduldludrrdlrluurdluddruduulllldrudrrududduduurdudullrdrldruudlullldrrrrddulrlrudduullurldurlrrlrdllulldurdudrrudrlurldrddudulrulrlulldldulurdrurrldlllurrlldudrurdrrduulrrdlruddlrdululurddrdulurluldrlrrllrlrurlrlrdluldrllurdrurllrddudrduulullldlrlrrrudlldudulurrlrdullrrllrlrlrlrlrlrlrlrrrdllludurrdudrludllurldrrrurrdduudlllullrrldudlruldrurrldlrllrlrlrlurlrrdrludludurldrrurldlurrrddduudluududlurrdllludrudrlrrldudruudlulrdurlldlrlulrldrrlruldlrlrlduurllrdudduulrrrrddulrlrurddlruduuldrdlrulrdluudrdluurldrduduudduddulrlrduudduudduluurdldrlrlrlululrrddudulllulrrlrlldrlrdurrurrddluduuddurdlrduuldruudlruldrdudulrdduududlruuldrudllurdurllllldurrdlulrdlurldurlrlrlrlrldrrrrlurlllrrlllrdrluldrrrlllrlurdrlduddlrldrudddrrdrurdddluldlulduurdrudrlrdrluurlluurrdldlludluuuuldrdduddruulrur
rrrrrdddrrruuruddddlllluuulllllrrrrrdddddlddllluuuururdllldddddrrrrruuruurrrdllddlllllluuurldddrrrrrdrruurdd,drrrrrdddddlddllluuuuldddddrrrrrrrrruuuuuuuuudlddllluuullllrrrrdddrddddldrrruuuuldddllldllluuuruurd,rrrdlllrlrludurdrrrrddrrdrdldrruuuluurudddluudddlldldlddldrrrrurullldrlludllldluuruurullddurulddrluurlrrurduduldlldduudurdddlduurdduldudrrdllurdrrlrrudurudrlluuddudduuurrrudldurlldrdduldrulrrluduudururudlrlrlurlllddddduludlrdllllrudurrduldluuuulrrllruduldudrlrduurdullrrurdulrdududulrdlurdlrllrdllurrrudlrlrlrlduudrudlrllrdlludurdruuddlrulrrulrlrlrduldruldrudlurdudldurlrudldurldlrlulrldurldrudulrlrlddurlurrllrrudruldldddlrdrrlrlluddludurulrdlruldrlrrldluduuduuduuurldurdulrdudrlrlrurulrdllrduldruldulrldudududrddlrlrluuduudduududrddluduurudduulduddrddrdllrlrlrurrruurldrddrurdrruuddulrulrulldrddruldludrurldlulrduuuludrrdldllludlrdrlrludlurruudrrruuudrldldddrududrululrurdlldduurrlruldddrlrululdlrudrurlrdulrlrulrldddllulrduldrrlrrrlurludrlllrruulluduludurrrruuudulrudldruududududlddurulruddlurudududdlrlrlurldrududlrlduurudduudldudurududddldduurdlrludullrrdduuruuldrulduddllrrddrdldlurrulllrdrruuddudullrlldrlrurluruudllrdldluurluduuul
dddddddddruuuuuuuuurdddddddddruuuuuuuuurddddddduuruuuuurdddddddddruuuuuuuuurddddddddduuruuuluuuru,dddddddddrrruuuurrrddddrruuruuuluuurullllllllddddddddruuuurrrrrdddduuruuuluulllllddrrdddduuuuurrlllrrdr,dddddrddddruuuuuluuurddrrrrrrdrdldddlldrruluuululllddrdlddudulruduullldddrrurlruruurlduuuulurulllrlddrdudulrudddurlrrruururrdldrddldurdudlrdrdluruuduluullrllrldulduluuldurddlrrrddlrldrulrdlllllrdrlulrdlrrdldlrruruulurlllddududuudrldrdrdrdlurdlrluuurrudldllddruldrudllrluuddruldudrruudlrdudududllruududulduuddrlrrrdlrlululduuruudrdurldurldlrlluudrlruuuudruulrllrrrrrduldldrluurduddludrrruldlddlrdudlullulduuuudruldrldurddrdurlluurududlurdlludrudrdrdrdluuuuldduurlrllrrlddulrllduudrlurddddrudludlddrdludddudrulurduldudrlduruulduuduuuudurdrudurrrrrddullrrrlrulddldddudduuulrrddldrurllurrrlldulrdldudrrudurlddudlrudllurdludrlruldurrurudlrlruulllurlrdldrurluldruddrruddlurulluddudurlrruldrlrldulruudlluldduduuludlddldddrudduduudlllrluuuuduuudrlrrrrulrdlurdulrdldurldullurddruurullrldrdrlddrduddlldrldrlllurlrrduldlurlduduuruurlurrllrurldrulrrrllddlrrdldldlrdlrudrlururuudlddduuurduduudlrludrulurrdluudrdulldlrdrudullulrddrrlududrlldllururuuuddrllulrrlurrrdrlruldddlldllrdrrrlululrulldudddurrlrllrluurlrdrlldddurdurdldulrrlrrlldrrlllurdlrrruldrllurldluduurluddruruluuulurlddurlrldurrldudlrlurrlrlldrdrludulddduurdududrlddurlrrdlrldrllrrllruluurudurlrrdudlldlluuduudddrdduudrlduldrludrlrulduudrldurruddrudullururluudddudlldrdrurduuuurrurruudlrudululrrdulrurrd
rrrrrrrrrdllllllllldrrrrrrrrrdllrdddllddlllluuuuurrlllldrrrlldddddrrrrrruuruurulddllddlllllluuurrdddrrrruulrrdddrllllllll,rrrrrrrrrdddddldldddrlllllllluuuuuuuurrrrrrrrddddddlldllllluuuuuurrrrrrdullldlldddddrrrruulrddlllluuuur,drrrddrurruulldrulllllddrrdllddrdruurlluludurlurrdrrrldldluurrdldluuuludududdrlduudlduuudrdurdddddddrdrrururddllluldllluruluudrrdlulududurdrulluuurrurludldluudrdduldduuduudurldrldddduruduluuuudurlrrdlurrlrrlldllurddurdldrddddduuudlldrlrdlrdududrurrldruldullrluduuuluudrlurrdulduurdruurrdrruurrddldddruullrludrddddulllrrdlrudrlduludurrllddrlurruurluuuurududlldduullduulrldluldrdddldullrldrrlldrldudrduddluurluuuddurdddurdrluudllddrlrlrrluuulrldrludurludururllddrlurdulruluuurdrddudlddulrurluulduurldduuudurldddrluurrdllurludrudludrdlrldddurluudrrllurlrrlrdurldrurldllurdllrluddrluduuurludrrudllrrdrluuldldrdldurlrdulddduddruuruduruluuduuldudruldrduddrlulurrrdrruldrludurulldlllldddrlddrdlduduuurrddullrrduululdrdduruududdlrddluluddrdulruldrluudrrldrdlrrlurdlrrudludulrrrldllurlrdudulrrrrurudldruudduruuuruddululuuurrdlddulrrduddululllllllurrudlllurldurrdudrudldldrurrrrudlurlrudrulrldulldrrulrrrdrlulddlrulldlluurdlddrllruuurrrlrlllrrlrdrdruudlldldulurdduduudldruuduurlrrllrldrduurddurudrdlrdurluurdlldluulrdurrrduldrlrldldrlrrdldrldlrldldllrldllulldurlududduuudurlrdlrdrudllurrddlrrulrrldlulldrurullrlrruullddudrurdlddluuudduududuuurulrurlduluududduudrdruudlrurlllrldrluddudrdrllrdduldrlddruulrruddlulrduludddduruurlrlddlrddrrrudlrlrlrurrllrlrrdrr
ddrrrdddlddllrrurrrdddllllrrrrruuuuuullllluuurdrurddddddduuruuuuurddrdddddddruuuuuuuulurrddddddddd,ddrrrdddlddllrrurrrdddllllrrrrrrrruuuuuuuuulllllllldddrrrrrdddddrruuuuuuullllllrrddddddrrruuuuullddd,rdrrurdrdruurdddddrrdldlullldrdrrdrrullluddlllllrlrrrrrluuuulldldllrrllrrlrlrlrlrllrrllrlrlrruudururrullurudrrdddurrruulduurullllddlrruddruuruddludlldlddddurudldudrrdlurlurlurlurrurudurldudurlluuldrlrrrudludurduddldlurlrduuurllldrdluurllrdllruddruldrlrddldlluulullurdduduuurrdduulrlddldruldudrluuddudrrdrlrudrdlrrluurudrrrldlurruuudullldduduuldrudllldrudrlrllrlldrulrddruurlrldrrurrruddlrdddd
dddddddddruuuuuuuuurddddrdddddlrruuuuuuluuurddrddddddduuuuuruuulurrddddlldddddrrlluuuuurrdruuuuurddddddddd,rrrrrrrrrddddddddduuuulullldddddrrllllllluuuuuuuurrrrrrrrddlllldddddluuuulldddduuuuuurrrrrrddduulllll,drurddddlluurdddlddddrrruurdruuulluuuruuldudrrurrdldldldrrrdruuluruurdddddddddududuuduuuuduldlurlluuurdrulrrduuddllrduduuddldrruldrdllrululdlrrduurddurdudllulruurlldrldlurrddullllududrrrrlrdruurudduudddddudduuulrdulrluulrlrllrrddluduurlluuldrrdullurdrduurrddddlrullduurlurlrdruulrullldlrdlurudlddrrdlllrllrrludddluullrlddddldrlurdluudrdlrrllurlrlurlrludurddldrrrrrrr
rrrddrrruurrrdllddllllluulldrddrrrrrrruurdddllllllllluurrdddrrrrrrrdlllllll,dddddrrddrrrrrrruuuuuuuuulllddddllluullddddrrddrrrrruuuuuuulddddllllluuuurrldddrdddrrrull,dddrruluurdruurlldrldldrrrddruururuurdddldrruuuuulllddrrlrurudduluddlulurddururlllrdlrddrrllddlddrurrdddlllurrulrdllllluullldrrddrrrluurlddururuurluuudurudlrulrdduuduudldrlururrldurdududdlruldrdlddlurdulrlddrluulrdllll
rrrrrrrrrdllllllllldrrrrrrurrdrulllddlullllldduurrrrrrdddrrruddllllullddlluldrrdrruurdrrrrdlllldllluulldurrrrrrddrrruullllllllldd,dddduurrrrrrdddlllddllulddduurrddrrrrrrruuuuudllluuuurrrduulllllllldrrrrddrdddllddlrrrrruululuuuurrdullddddddlrr,ddrrurrrdrdlrddllldrrrdddrruurddluluurrullrdulrrududududddduulrdlrdlrdluurddludurlldlluulllllddudududuuurldrldduduuurdlrududududrdrdlrrudluuddrullurrlurudrllddlulldduuudurduldurlrldududurdlrlurdldduduudududuudrlduduudruldrludddududududuudduduuudurlrdlududrluddurrlludddududududuududduduudduudduduuurldrrlrrlrlluldudurdlrldudduduurulddduudduudurludddududuudurulrduldduurdlruldudurlrlrdlududruduldrlrudrrrrululdudrdrlllrdduduulrdduuddrllruldrluuddurlududrlduruuurrllrlrldrurlldudrlrludrrrrrlrudrlrdullurdllrllullrldurrdrdduddrrrlrlruuulrllrdrdulurldlulddrluurlldlldrrduruldluruudurduududdluldrudddrdrulrdllrlrlrllrrurdrrudllrrludlrrlurduuulluldrrrdduududuulllrdrulludrduludddrrudrlduruddlrudldurullrlddrrudllllllurduduluruludrrurddludulldurrruuuuuurrdrulldulllllldrlrudlludurddrrrururrdldldururrdrluurldrldulrlulllllddrlruudlrrududdlrrdudrlrluurrudldlrllrlllrllrrurldllrlldd
ddrrdddddlddlruurruuulluuuurdrrdddddldduuuuuurrrddddddldrruululuuuuuurdrdduruulldddddddrruurdddldruullluuuuurrruu,ddrrdddddlddlruurrurrrddldrrrruuuulddlluuuuurrruulllldlllulddddrrdddduurrrdrdrulluuluuuurrrlddllluldrdd,rdddrddrdldlddlruuddlrlrlrlruurrdulldudurlrurruulururrdldrdldrddldrrurdruulldururuldurlrlrdlrlduurdldurlddldlulrdurldulrruldrrduurdlldrllurlrlurddrrlruduuddlrlululdlrudldrrluuulurullrudrdulrlldudrldlurrdududuulldlrlddurlrrlldldududdlrlrududuururlrlrdduuldlrruurdrrludrlrudlluuululuuldldurdrllrddurrluurrrrrullrldududrrrrulddruuddlld
rrrrrrrdrrdlllulllllldrrrrrdrrrrdlllllulllrrdrdrrrrrdlllllllluldrdrrrrrrrrdlllllllldrrrrrrrrlllllllll,rrrrrrrdrrddddddddlllllllllruuulurdrrruuuullllurrrrrrdrrddddddllllllurrruuuullllurrrrrdrddddluuulll,rdrddrdrrurrdrdruuuulldllluulldrddrrluldudrrlrrddrdrddrdlluldlllulluurdrururddrruldlldrrldlrlllllrrrlrlrlurrudldludrludludlrrrudrrurludrdudluldrrrlludlurdrrulrldrulludurlluudruurruruuddrdudllrruuludlluurlldrudurldurdrdullulrlrdlrlddrrlurdrdlrdrdduudldudulrdllrurlllrllddldludruulddudllrudururrlrurrdrlludrdluuddllududdullrduulddururrrlrlludrrlllrudllrrulddruurrdddurdrrluulddlrrrlllluuuldlrdudlrdrrlruudlrrdludrlrlrrrlruduududlrrdlrludududrluuurddlurluudulrlulduluuruudlulldrrdrduludllrlrudlrdrruruulrlrlddddurduuudlluurllddrurdddllurdrrldlrudddllluldlulurdulrlrldurldrrllududurdrdrllrrlddrlruuudrddudlllruulrududurlldduddlrlrlrlrlrlrrllrlrrurrdrluudruurldllurrurrrrlddrulluldldldululrdudruuddudrldurrdlduldludlurdrrrrrududlurruuduuduuudulldrldrdrludruuuuudduulrlrllrrlddrdududllddudrddlruuurldrulurululuulrlrdrdlrrlrdudullrldllrlurldddulduuudrdlurdllududududuruddluuuduurlldldludurlrrlrulrldulddudrd
rrrrrrrrrddddldlluuuurllllllldrrrrrdllllldurrdrrrddrrrruddddlllllluuuurlluulldduurrdddrrrrrrdulllllldlldrrdrrrurldlllll,rrrrrrrrrdddddddddllllllllluurruuuulldduuuurrrrrrrlddddrrudddullllldddrrurldllulluruuruuullrrrrdldrdl,rddluudurrrrdrdlldluururrrrdldddlddllddlldluurruurulullddudududuurluurlududddddudududududududuuuddduuuudrldrlurdlurulurdlurlddddudduduuurlurudludrulddruurrldrrdddddrrurdrurddluuuruuuulrdudduduulldudlllrlullllddudruludurldrlrduddlrldurlrludduddududuuuurrrllurllrldurrdrddurdrurlruludullddrlluuldrrldruldududurrllllurdurrrduddluudrdrdddurdulduulrllrldrdldlrudldlrurdudddrrrrrruuddlruudduuduludurlllrlluuruullrdllddrdrrlrrllurluruudddrrurddludduurdlruulrlddllrrdulurdudullulurudddrrudldulrdruruuuuulrdududulrdullrrlrlrlldlllrrdddlrluldluurlrluudurdudldurudlrrdlldddlududrrlrluuulrdurlrdudruruulllllrdrrdrdlduullrldluldduurrrrlurlldurulddurddlurddrrrlrudlrluddrudrrrddulllurrdurudlldlulrllullulrruulrudruddldrrrddlrudrrlrurduldllrrududruuuduuullrrddduuddduuuudulrlrlllrrlrrdulldlulldduldlrldrudludrulluuddururdrulrduddrdlrrlurlrdullulrdrdulduuudldulllrdludrulrrrlrrdduluulddluddlurulrdurdrruudurllldudldrrdrdrddllulurduuuuuddldrruuudulrdlurdlrrdrdudldddlllududuurudlurldddrrlrlrrurduudrrrlrddluuudduduudllluldrrdududuuudddurdurudududlduruddlrduurlrdldrlululldludruudldrlurruddlurdlrurllldululuruuurrrlrrrllddulddruldruuulrlllrldrulddulurrdludurllrrdrrlruddddulruulrrududllldrlrdluurudrrlruldrurllrdldlrddudduduullrrdlldldlrrudllrdludruduuruuluduluudlddlduurdludurludrlduuddurudrdduuduullrudlrurdurlrddrururrrlrrddduuduulrlrdduulllrdlldduuldddldrrrdrulldrllududurdrurrdlruurlrlrduuddlududlldurdlrlulrdrudluuuuurudurlrrdudduulrdudduudullllrlrllddrlrdlddduuudrrududldldlddldllududrluudrlurdrudrdrlrlluldrrulruudlllrrrluudddrldludrudlrulduludurrurdlrdulldrduudduurdlldruuddududuulldrdrllurrduuurduduludddludldrrlrlludrrrrrur
rrrrrrrrrdllllllllldrrrrrrrrrdllllllllldrrrrdrdddrruuruurdlddldldlluuulullldrrdrdllulddrrr,dddddddddrrrrrruruururuuuuullllllllddddddddrrrruuuluurrrrdddduuuuuullllllddddddrruluuuurrrr,ddrdrurrdldldddlulddrdlrrurrrdlluuruurddlluuurddruddlurdululdurdllululurdldurdluuurururrdlddrrruuurdddrrdldddlurlddldlrlululrurldullurdulrurlddlddduludulduuuudrudlrruuldrdurrddurdudulrllddudulrldddrrluuududllddlrlrlrrlrrrrudlllrrrurdulrrllldludlrlrruluruduuluuldurlrludurdlrdlrlldrrlludrrududduddruldrruuddllrldudrrdlluudduulluduluddrrlddluuuruurllruldrrlrllrrrllrurddrrlrldrudllullrlrudrlurruruuududrldllllrrudurdrdudurrrurduullddldluldlrlllurrdrlulrdluldluudrdlurrduululrdurrdlrulrrrllrllrdlurrrlrddrldlrlrrrrrdd
dddddddddruuuuuuurruulrrdddllddddddrudrrruruuuuullldldduruuuruurddrrddlddrdddluuuuurruuullurlddddddrddrduluuluuuuuurr,ddrrruulrrrrrrrddddllddrddrdllllllllluuuuuurrrruurrrrddldddddldlllulluuuurrrururrldllddllddur,ddddrrdldrdlldrrrdllluduuuuruururuurddrdlldrdldurldluddduuruluuludrdrudurudrrruullurrrdrddluuldluurrrlrllrrddddlldddrulrluurruulludululldrrddulludlldudrllldrrurrrrrrdulddddddrurdlrlllllludrrrudllrllrrlrlludlrlrudulrdrrlrrudlrudrrrulluuduuddurluduuruldduuullrdullludllduduluuddrluudududduudddduduuddduuddrddlurduuuudlrdlddurrrurulududrlurulrlruuddrllurldlrruurrlldurldldlddrdllrddudlduudludduudururduuuurrrulrlrdrdrrrulluldrurulrlrlldrduudlldrlrrlrduldlrlldurruurrldldllldlurrduddldlrlluudrulldrrrluuulrdduuldddlrludrrrlluurrdluulldudrdrldrddddrrlrludululurulluurdlrlrrrdrlruudduudlrurllurldrrlrluldduuldlrldrduruuruududddrurduludrrldudrddddrldruuldrlrlduuudrddldlrrrlurldllrudrlllrururudlrdlldrrlludrrrlrululrddlruulrdlldllrrrruludrllruddrrlllurudlrdlrllrrrulldrlrludrulruddrudlurrdlrllurrlllrrrldudlrrlruluuludrluuddrddudlurlruldududrduddllururlurduldurdluudududuuullllrdudduuddldlururdlrlrlurlrdudlurdldlldudrdrdrrlrrrruududuldrlrrllldlllrrrlllluuuuurdlrurduldllrddulddlrurulrrlduddrludrldulrudlulrudduuulurrddrurulrdudullulruldrlurlldrudlrdluuudrldduuuudududdudduudrrldlrrudurrudrrrdrdluudrrlrduududldruuldrldlrrlluulllrdudurrllulurlrrllll
dddddddddruuuuluuuuruldddddrruurdddldddruuruuuuuludrrddddddldrruuuuuuuulrurddddddlddrduluurruuuuuurddddddlllddrdrr,dddddddddrrrrrrrrrlluluurrruuuuuullldldlldlddlluuuuruldddddrdddrrrruuurrruuuuldldlluludddddldrruuurrru,drududldddddrrulddldrdrrrulluruuurrdrrdrruluurduullururdlulldldrdrdlulluluddldrdrddrdrdluuurduuuurrllddldluuruluruddrdrdldddrdrrlllurlulrluldululrdurudullrururudldllddlrruduuldrddlruuulrdlurdlddrllurrluurrlrulddrrudlullddllrruudrlurdrrudruuurdllrrurrudddlllrudlududdullluudddrddurrurlruurluludlrrrudurdlrllludurrlrrllrrdlrdddlrldrulllrudduuurdlluldulrududrudldrldruldrullurururlrrlldlrlrurrddldrldldlddldldrrruudlruuulrudrudlddldurululrdulruldulrlurddlduldudlddrurdllrdrrurulrruldlrddllulurddlrlrruldrulrrlruuurlldlldrruruldrdrlldlrlldll
dddrrrruruurrrrdllldrrrdlllldllllldrrrrrrurrrdlldllllllrrrrdrrrurddlllluulldulldduurrrrrrdddrruuulllllllldddrr,dddrrrruruurrrrdddddddddlluuulllllldddrrlluuuulurrrrruruurrdddddddllluuururuudddlddulllduulrr,dddrddlurrurddrrdddrurddrruluurulurullurulllurrrrdduudddudllldrddlurdrurulurdlddrduuddludldduduuddrrllrluuruddlulldrlurlrrludullldululddddrrlrlrllrlrludrrllrrlrlludrlrrlluuurrludrllrludrudurururduulrr
rrrrrrrrrdllrdddddllllllluuuuurrrllllddddddrrrrrrrrruuuuulddddlluuullldrrdlldddllldrrrrurrrrrdllll,rrrrrrrrrdddddddddllllllllluuuuuuuurrrrllldddddrrrrrrruuuuulrdddddddlllllllurruuuurrrddddrllluuurd,rrdlldrddddluuuudrlrluurulrrrdrurrrdrrulllllrlldllduuldrrlduudulrlrrdurlldduurrdrulrrlrrlldllrlrrllurlrdrullrlrllldudududdruudddduudlrudlrlurddddrddrrururrdlddrurdruuluurdddduulrlrududduuddlruludrddlruduuulruuluurdlrludruullullldlulldrurldlrurlrlrlrdudlllurdlududdddduuudruudldrddudlddrddluduurlddrrrrrulluuurrullurrrdddll
ddddddddruuuuuuruuddddddddruuuluuuurlddddrruururuuullrrrddddldlddlddruruururuuuulllrrrrdddddldlddlrruruuuuuuuulrddddddddd,ddrrdddrruururuuullrrrrrdddddddddllllllllluuuuururuuddlddddrrrruururuuullrrrdddddddllllllluuuuururlddddrrrrruddl,ddrdddruuuuudrlrlrlrludrludrldduuduududdlldddddrrrdllluduurrrrrddrrurdruuuldluluuuldlddrurrruluurrdlrddulruuuulldrrlrllllurrlddddruldulddludrldldllduduurulddrdlrdrrurrurudduludduuuduuludlrddrdrrduurdddlruluurlludddrdlulrduruuuuddrdduduududddllrrludluuuluurduuduudruduurllldrlulrdrldlduruudrlulul
